,Unnamed: 0,lemme,freqlemfilms2,nb_lettres,anagramme,def_1,def_2,def_3,def_4,def_5,def_6,def_7,def_8,def_9,def_10,def_11,def_12,def_13,def_14,def_15,def_16,def_17,def_18,def_19,def_20,def_21,def_22,def_23,def_24,def_25,def_26,def_27,def_28,def_29,def_30,def_31,def_32,def_33,def_34,def_35,def_36,def_37,def_38,def_39
33,34,facile,159.35,6,lefiac,Qui se fait sans peine.,(Par extension) Qui est aisé à faire.,(En particulier) Qui est aisé à aborder et à converser.,"(En particulier) Qualifie un travail qui coûte peu, qui se fait vite et bien.","(Littérature & Beaux-Arts) Qui ne sent pas la gêne, qui paraît fait sans peine, sans effort.",Qui exécute sans peine.,(Quelquefois) (Péjoratif) Dont on voit qu'aucun effort ne fut fait pour le faire.,"Qui se plie sans peine aux circonstances, qui se prête aisément à ce que l’on attend de lui.",(En particulier) (Péjoratif) Dont on peut faire tout ce qu’on veut.,"(En particulier) (Péjoratif) (Vieilli) Qualifiait une femme, une jeune fille, qui se laissait séduire aisément.","(Par extension) Peu sévère, peu contraignant, relâché, en parlant des choses.",Facilement.,Nominatif neutre singulier de făcĭlis.,Vocatif neutre singulier de făcĭlis.,Accusatif neutre singulier de făcĭlis.,,,,,,,,,,,,,,,,,,,,,,,,
34,35,malade,158.27,6,admela,Dont la santé est altérée.,(Par extension) Se dit aussi des choses.,"(Familier) Fou, dérangé.","(Familier) Génial, excellent, qui sort de l’ordinaire.",Personne en mauvaise santé.,"(Familier) Quelqu’un de fou, de dingue, de dérangé.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,36,super,154.83,5,epsru,(Automobile) Supercarburant.,"(Agriculture) Superphosphate : Engrais phosphaté, à base de phosphate monocalcique.",(France) (Familier) Supermarché.,"(Familier) Très bien, épatant.",(Familier) Très ; extrêmement.,"(Régionalisme) Aspirer, sucer (quelque chose).",(Marine) Se dit d'une pompe qui aspire aussi l'étoupe une fois toute l'eau de la cale étant vidée.,(Marine) Se dit d'une voie d'eau qui se bouche et aussi d'un cordage qui se coince dans une poulie,(Péjoratif) Pour marquer une mauvaise nouvelle.,Au-dessus de.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,37,difficile,150.58,9,cfleiiifd,"Non facile, qui nécessite un grand effort.",Qui est malaisé ; qui donne de la peine.,"Qui est exigeant, délicat.",Personne exigeante.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,38,sale,146.86,4,lase,"Qui est malpropre, qui n’est pas net, en parlant des personnes ou des choses.","(Arts) Brouillé, confus, fondu, terne.","(Figuré) Qui est déshonnête, vil, sordide, vicieux.","En parlant d’une personne, vil ou méprisable.",(En particulier) (Injurieux) Renforce une insulte.,(Familier) Très désagréable.,"Personne sale, malpropre.",(Québec) Terme employé comme insulte.,Linge qui doit être lavé.,"(Par métonymie) Contenant, endroit où ce dernier est stocké.",Première personne du singulier du présent de l’indicatif de saler.,Troisième personne du singulier du présent de l’indicatif de saler.,Première personne du singulier du présent du subjonctif de saler.,Troisième personne du singulier du présent du subjonctif de saler.,Deuxième personne du singulier de l’impératif présent de saler.,"Salle, pièce.",Pluriel indéfini de sal.,Première personne du singulier du présent du subjonctif de salar.,Troisième personne du singulier du présent du subjonctif de salar.,Troisième personne du singulier de l’impératif de salar.,Troisième personne du singulier du présent de l’indicatif de salir.,Deuxième personne du singulier (tú) de l’impératif de salir.,,,,,,,,,,,,,,,,,
38,39,noir,144.81,4,roni,"Qui absorbe toute la lumière visible qu’il reçoit, donne l’impression d’obscurité ; la plus sombre des couleurs.",(Par extension) Qui approchent de cette couleur relativement.,"(Par extension) bronzé, en parlant de la peau d’une personne.","(En particulier) Ayant la peau noire, d’origine africaine, en parlant d’une personne.","Sans lumière, obscur, sombre.","(Vieilli) Qui est livide, meurtri.","Sale, crasseux.","Triste, morne, mélancolique, irrité, hostile, lugubre ou bien funeste.","(Figuré) Néfaste, diabolique, en parlant des crimes, des mauvaises actions et des personnes qui les commettent.","(Littéraire) Qui est chargé de menaces, de malheur.",(France) Complètement ivre d’alcool.,"(Sciences) Qui échappe à la détection, que la science ne peut interpréter.",De façon noire.,Couleur de laquelle aucune lumière visible n’est émise.  #000000,(En particulier) Couleur du deuil.,(Par extension) Obscurité.,(France) (Familier) (Par métonymie) Tasse de café sans lait ni crème.,"(France) Meurtrissure, ecchymose, hématome.",(Serrurerie) Partie ni polie ni blanchie à la lime.,(Jardinage) Maladie cryptogamique aussi appelée charbon.,(Chimie) Substance chimique noire.,Point noir au centre d’une cible.,(Argot) Opium.,(Vieilli) Douanier déguisé en civil.,"(Par métonymie) Personne dont la couleur de la peau est noire. Note :  La majuscule initiale, dans ce sens, est cependant recommandée.",(Spécialement) (Désuet) Serviteur de race noire.,Noir (couleur).,,,,,,,,,,,,
39,40,drôle,144.48,5,lrdeô,Comique ; marrant ; rigolo.,"Bizarre, inhabituel, qui sort du commun.",(Vieilli) (Péjoratif) Personne dont le comportement suscite de la méfiance.,(Sud et sud-ouest de la France) Enfant ; marmot ; gamin quand il s’agit d’un garçon. Pour une fille on dira drôlière.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,41,grave,142.48,5,rgvae,Qui peut avoir des conséquences fâcheuses.,"Qui agit, qui parle avec un air sage, avec circonspection et dignité.","Qui exclue toute idée d’enjouement, de plaisanterie, de gaieté.","(Musique) Lent, majestueux, solennel.","(Musique) Qui est de fréquence basse, en parlant d’une note.",(Musique) (Par extension) Se dit d’un instrument qui a la propriété de produire facilement des notes essentiellement graves.,(Physique) (Vieilli) Qui est soumis à la gravité.,(Argot) Qui est atteint gravement.,(Argot) (Familier) Beaucoup ; très ; excessivement.,"(Familier) Exprime une approbation évidente, incontestable ou authentique.",(Physique) (Vieilli) Corps soumis à la gravité universelle.,"(Métrologie) Ancienne unité de mesure de poids (accélération due à la pesanteur), symbole G, définie comme « le poids d’un décimètre cube d’eau pure à 0 °C ». Le grave valait donc un kilogramme lorsque utilisé comme mesure de masse, ou environ 9,8 newtons lorsque utilisé comme mesure de force.",(Musique) Son grave.,Variante de grève.,Première personne du singulier du présent de l’indicatif de graver.,Troisième personne du singulier du présent de l’indicatif de graver.,Première personne du singulier du présent du subjonctif de graver.,Troisième personne du singulier du présent du subjonctif de graver.,Deuxième personne du singulier de l’impératif de graver.,"Gravier, grève.",Creuser.,,,,,,,,,,,,,,,,,,
41,42,simple,137.69,6,isemlp,Qui n’est pas composé.,Qui n’est pas compliqué.,Qui n’est pas multiple.,Qui est modeste.,"Qui est facile à comprendre, à faire, à employer.","Qui agit selon ses sentiments, avec une honnêteté naturelle et une droiture spontanée.","Qui ignore ou refuse le faste, les complications, les vanités et les formalités.","Qui agit avec naturel, sans orgueil, sans prétention.","(Vers 1165) Qui a peu de culture, de finesse, d’intelligence, qui se laisse facilement tromper.","Qui est d’un rang peu élevé, de condition sociale modeste.","Qui est sans ornement sans recherche, sans affectation",(Grammaire) Qui se conjugue sans auxiliaire.,"(Par extension) Sans malice, qui se laisse facilement tromper.",(Par extension) Qui se suffit à lui seul.,"(Botanique) Plante condimentaire et médicinale telle que la lavande, le romarin, la sauge, le thym, la camomille, l’armoise, l’hysope, etc.",(Pharmacologie) (XIIIe siècle) Médicament formé d’une seule substance ou qui n’a pas subi de préparation.,"Personne nature, qui n’est ni subtile, ni savante.","(Péjoratif) Naïf, niais.",(Sports de raquette) (1894) Partie entre deux adversaires (par opposé à double qui se joue à quatre).,"(Musique) Disque musical comportant, pour un disque vinyle, un seul morceau par face ou, pour un disque compact, moins de quatre morceaux.","(Baseball) Coup sûr qui permet au frappeur d’atteindre le premier but, mais pas plus.","(Équitation) Jeu simple, pari portant sur un seul cheval, généralement gagnant ou placé.","Sans détour, simplement.",Cas nominatif et accusatif féminin et neutre pluriel de simplu.,Cas datif et génitif féminin singulier de simplu.,Cas datif et génitif féminin et neutre pluriel de simplu.,,,,,,,,,,,,,
42,43,différent,135.8,9,dfenirétf,Qui n’est pas pareil ; qui est autre ou distinct.,(Par extension) Qui souffre d’un handicap.,"(Numismatique) Marque permettant de différencier un poinçon d’atelier ou d’artisan, représentée par une lettre ou un symbole.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,44,génial,134.47,6,ilgnéa,Où il y a du génie.,"(Familier) (Sens affaibli) (Utilisé aussi comme une interjection) Excellent, remarquable, extraordinaire.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,45,libre,134.42,5,erlib,"Qui a le pouvoir de faire ce qu’il veut, d’agir ou de ne pas agir.",Indépendant.,Qui n’est pas marié.,"Il se dit aussi en parlant des États où le peuple participe à la puissance législative, soit par lui-même, soit par ses mandataires, et où les droits civils et politiques sont garantis par la constitution.","Qui n’éprouve aucune contrainte, aucune gêne.","Qui est hardi, indiscret, inconvenant.","A, dans les phrases ou locutions qui suivent, des acceptions plus ou moins voisines de ces divers sens :","(Marine) Qui est dégagé de glaces, en parlant de la mer.","En termes de voirie, se dit d’une voie où un train peut s’engager sans risques.","Qui n’est pas gêné ou contraint dans ses mouvements, dans ses déplacements.","(Figuré) (Par extension) Qui a de la facilité, de l’aisance, qui n’est pas gêné ou contraint.","Qui n'est pas la propriété d’un maître, en parlant de personnes, d’êtres humains, voire d’animaux.","(Par extension) Qui ne subit pas la domination étrangère, en parlant d’un territoire ou de ses habitants.","(Par extension) Qui n’est ni esclave, ni servile.",(Par extension) Qui n’est pas captif ou prisonnier.,"Qui ne subit aucune contrainte dans ses actes, ses paroles, etc.",Qui n’est pas engagé dans une passion amoureuse ou par les liens du mariage.,"Qui ne subit la contrainte d’aucune autorité arbitraire, en parlant de citoyens ou d’un peuple.","Qui est doué de libre arbitre, qui a la liberté de se déterminer, de choisir, de faire ou ne pas faire.","Qui n’est soumis à aucune contrainte, qui n’est ni gêné ni entravé, en parlant de choses, d’objets, d’idées, d’actions.","Qui n’est pas enfermé, clos, restreint.",Qui n’est pas soumis à certaines règles.,"Qui est disponible, qui n’est possédé par personne.",Gratuit.,"Qui n’est pas grevé de droits d’auteur ou de copyright, en parlant d'une licence légale appliquée à une œuvre.","(Mycologie) Disposition des lames de champignons à lames, dans laquelle les lames ne touchent pas le pied du champignon.",Livre.,"(Informatique) Qualifie un logiciel que tout un chacun peut utiliser, étudier, modifier et diffuser librement.",Première personne du singulier du présent du subjonctif de librar.,Troisième personne du singulier du présent du subjonctif de librar.,Troisième personne du singulier de l’impératif de librar.,,,,,,,,
45,46,pareil,133.45,6,alipre,"Qui présente une forte ressemblance ou similitude ; qui est égal ou semblable, en parlant de deux personnes ou de deux choses.","Tel, de cette nature, de cette espèce.","(Par extension) S’utilise pour désigner un accord, voire une affirmation.","(Au pluriel) Gens de l’état, de la naissance, du caractère de la personne dont il s’agit, ses pairs.",(Par extension) Toute personne semblable.,Chose identique.,Le même traitement qu’on a reçu de quelqu’un ou qu’on a fait subir à quelqu’un.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,47,bizarre,131.41,7,azibrer,"Fantasque, capricieux, extravagant.","(Par extension) Extraordinaire, singulier.",(Par extension) Qui s’écarte de l’usage ou de l’ordre commun.,"(Familier) Qui est mal à l’aise, pas dans son assiette.",(Par extension) Ce qui est bizarre.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,48,froid,127.22,5,fodir,(Météorologie) Qui nous donne la sensation d’une température notablement inférieure à la nôtre.,Qui est privé de chaleur.,Refroidi.,"(Cuisine) Qui se déguste froid, en parlant d’un mets ou par métonymie d’un repas.","(Cuisine) Qui n’est plus assez chaud, en parlant d’un mets ou par métonymie d’un repas.",(Mécanique) Dont le moteur est trop froid pour permettre un démarrage instantané.,"(Figuré) Qui est flegmatique, réservé, indifférent, qui ne s’émeut pas ou qui paraît ne pas s’émouvoir.","Se dit de l’air, du ton, des discours, dans un sens analogue à celui qui précède.","(Figuré) Qui n’a rien d’animé, de touchant, d’intéressant, de piquant, en parlant des personnes ou des ouvrages ou des traits d’esprit.","(Arts plastiques) Qui manque de feu, d’âme, d’expression.","(Par extension) Qui manque d’éclat et de vivacité dans les tons, dans les couleurs, dans le coloris.","(Équitation) En parlant d'un cheval de course, qui ne se montre pas fougueux, qui répond peu aux sollicitations de son pilote, qui maintient un bon rythme régulier.",(Médecine) (Vieilli) Qui n’est pas en état d’inflammation.,De basse température.,État de ce qui est froid.,,,,,,,,,,,,,,,,,,,,,,,,
48,49,normal,127.15,6,omraln,"Qui est conforme à la règle, à l’ordre.","(Par extension) Ordinaire, régulier.",(Anatomie) Qualifie l'état d’un être organisé ou d’un organe qui n’a éprouvé aucune altération.,"Qui se déroule de la manière attendue, qui est dans un état habituel.","Qui sert de règle, de modèle.",(En particulier) (France) Qualifiait les écoles destinées à former des maîtres pour l’enseignement public.,(Mathématiques) Perpendiculaire.,(Mathématiques) Qualifie le mode de convergence possible pour les séries de fonctions. — → voir convergence normale.,(Informatique)(Mathématiques) Qualifie la forme de l’écriture d’une expression ou d’un objet mathématique sous une forme simplifiée et spécifiée.,"(Mathématiques) Se dit d’un sous-groupe invariant sous l’action par conjugaison ; dans ce sens, synonyme de distingué.",(Mathématiques) Qualifie un opérateur linéaire u d’un espace de Hilbert commutant avec son adjoint.,"(Mathématiques) Qualifie toute loi de probabilité ayant pour densité l’exponentielle d’un polynôme du second degré. Qualifie également cette densité. Dans ce cas, synonyme de gaussienne.","(Mathématiques) Qualifie tout vecteur non nul orthogonal en un point au sous-espace tangent d’une courbe, d’une surface ou plus généralement d’une sous-variété.",(Théorie des nombres) Qualifie un ordre d’une fonction arithmétique lorsque l’approximation qu’il fournit est bonne sur presque tous les entiers naturels.,"(Au singulier) Ce qui est conforme à la norme, à la règle habituelle ou commune.",,,,,,,,,,,,,,,,,,,,,,,,
